mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin
43	43	168	168	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	553				88	
43	43	505/3	505/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	554				88	
43	43	506/3	506/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	555				88	
43	43	169	169	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	556				88	
43	43	508/3	508/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	557				88	
43	43	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	558				88	
43	43	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	559					
43	43	168	168	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	560					
43	43	171	171	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	561					
44	44	172	172	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	562				89	
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	563					
44	44	174	174	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	564					
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	565				90	
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	566					
44	44	172	172	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	567					
44	44	174	174	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	568					
44	44	175	175	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	569					
44	44	172	172	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	570				91	
44	44	517/3	517/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	571				91	
44	44	518/3	518/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	572				91	
44	44	173	173	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	573				91	
44	44	520/3	520/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	574				91	
44	44	521/3	521/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	575				91	
44	44	174	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	576					
44	44	172	172	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	577					
44	44	175	175	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	578					
45	45	176	176	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	579					
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	580				92	
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	581					
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	582				93	
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	583					
45	45	176	176	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	584					
45	45	178	178	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	585					
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	586					
45	45	176	176	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	587				94	
45	45	529/3	529/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	588				94	
45	45	530/3	530/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	589				94	
45	45	177	177	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	590				94	
45	45	532/3	532/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	591				94	
45	45	533/3	533/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	592				94	
45	45	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	593					
45	45	176	176	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	594					
45	45	179	179	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	595					
46	46	180	180	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	596					
46	46	182	182	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	597					
46	46	547/3	547/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	598				95	
46	46	548/3	548/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	599				95	
46	46	183	183	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	600				95	
46	46	550/3	550/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	601				95	
46	46	551/3	551/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	602					
46	46	180	180	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	603				96	
46	46	541/3	541/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	604				96	
46	46	542/3	542/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	605				96	
46	46	181	181	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	606				96	
46	46	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	607				96	
46	46	545/3	545/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	608				96	
46	46	182	182	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	609					
46	46	180	180	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	610					
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	611					
47	47	184	184	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	612				97	
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	613					
47	47	186	186	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	614					
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	615				98	
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	616					
47	47	184	184	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	617					
47	47	187	187	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	618					
47	47	184	184	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	619				99	
47	47	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	620				99	
47	47	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	621				99	
47	47	185	185	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	622				99	
47	47	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	623				99	
47	47	557/3	557/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	624				99	
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	625					
47	47	184	184	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	626					
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	627					
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	628				100	
48	48	190	190	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	629				100	
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	630					
48	48	191	191	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	631				101	
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	632					
48	48	188	188	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	633					
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	634					
48	48	191	191	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	635					
48	48	188	188	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	636				102	
48	48	565/3	565/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	637				102	
48	48	566/3	566/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	638				102	
48	48	189	189	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	639				102	
48	48	568/3	568/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	640				102	
48	48	569/3	569/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	641				102	
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	642					
48	48	188	188	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	643					
48	48	191	191	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	644					
49	49	192	192	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	645					
49	49	193	193	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	646					
49	49	195	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	647					
49	49	192	192	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	648					
49	49	193	193	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	649				103	
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	650				103	
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	651					
49	49	195	195	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	652				104	
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	653					
49	49	192	192	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	654				105	
49	49	577/3	577/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	655				105	
49	49	578/3	578/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	656				105	
49	49	193	193	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	657				105	
49	49	580/3	580/3	0.0	1/3	1/3	StaffText	4/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco a poco dimin."	105	
49	49	580/3	580/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	658				105	
49	49	581/3	581/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	659				105	
49	49	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	660					
49	49	192	192	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	661					
49	49	195	195	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	662					
50	50	196	196	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	663					
50	50	197	197	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	664					
50	50	199	199	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	665					
50	50	196	196	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	666					
50	50	197	197	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	667				106	
50	50	198	198	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	668				106	
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	669					
50	50	199	199	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	670				107	
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	671					
50	50	196	196	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	672				108	
50	50	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	673				108	
50	50	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	674				108	
50	50	197	197	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	675				108	
50	50	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	676				108	
50	50	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	677				108	
50	50	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	678					
50	50	196	196	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	679					
50	50	199	199	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	680					
51	51	200	200	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	681					
51	51	201	201	3.0	1/4	1/4	Chord	4/4	1	1	3/4	1/2	3/2	682					
51	51	200	200	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	683				109	
51	51	601/3	601/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	684				109	
51	51	602/3	602/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	685				109	
51	51	201	201	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	686				109	
51	51	604/3	604/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	687				109	
51	51	605/3	605/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	688				109	
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	689					
51	51	200	200	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	690					
51	51	203	203	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	691					
52	52	204	204	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	692					
52	52	205	205	3.0	1/4	1/4	Chord	4/4	1	1	3/4	1/2	3/2	693					
52	52	204	204	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	694				110	
52	52	613/3	613/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	695				110	
52	52	614/3	614/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	696				110	
52	52	205	205	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	697				110	
52	52	616/3	616/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	698				110	
52	52	617/3	617/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	699				110	
52	52	206	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	700					
52	52	204	204	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	701					
52	52	207	207	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	702					
53	53	208	208	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	703					
53	53	631/3	631/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	704				111	
53	53	632/3	632/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	705				111	
53	53	211	211	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	706				111	
53	53	634/3	634/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	707				111	
53	53	635/3	635/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	708				111	
53	53	208	208	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	709				112	
53	53	625/3	625/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	710				112	
53	53	626/3	626/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	711				112	
53	53	209	209	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	712				112	
53	53	628/3	628/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	713				112	
53	53	629/3	629/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	714				112	
53	53	210	210	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	715					
53	53	208	208	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	716					
54	54	212	212	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	717					
54	54	643/3	643/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	718				113	
54	54	644/3	644/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	719				113	
54	54	215	215	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	720				113	
54	54	646/3	646/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	721				113	
54	54	647/3	647/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	722				113	
54	54	212	212	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""11.2544""/><font face=""Plantin MT Std""/>morendo"		
54	54	637/3	637/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	723				114	
54	54	638/3	638/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	724				114	
54	54	213	213	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	725				114	
54	54	640/3	640/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	726				114	
54	54	641/3	641/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	727				114	
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	728					
55	55	216	216	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	729					
55	55	655/3	655/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	730				115	
55	55	656/3	656/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	731				115	
55	55	219	219	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	732				115	
55	55	658/3	658/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	733				115	
55	55	659/3	659/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	734				115	
55	55	649/3	649/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	735				116	
55	55	650/3	650/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	736				116	
55	55	217	217	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	737				116	
55	55	652/3	652/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	738				116	
55	55	653/3	653/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	739				116	
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	740					
56	56	220	220	0.0	0	0	Dynamic	4/4	1	1	0				pp				
56	56	220	220	4.0	0	0	Chord	4/4	1	1	1	1	1	741					
56	56	221	221	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	742					
56	56	222	222	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	743					
56	56	221	221	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	744					
56	56	222	222	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	745					
